UNITID_P,INSTNM,OPEID,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,MURD20,NEG_M20,RAPE20,FONDL20,INCES20,STATR20,ROBBE20,AGG_A20,BURGLA20,VEHIC20,ARSON20,MURD21,NEG_M21,RAPE21,FONDL21,INCES21,STATR21,ROBBE21,AGG_A21,BURGLA21,VEHIC21,ARSON21,MURD22,NEG_M22,RAPE22,FONDL22,INCES22,STATR22,ROBBE22,AGG_A22,BURGLA22,VEHIC22,ARSON22,FILTER20,FILTER21,FILTER22,Latitude,Longitude
237437001,Huntington Junior College,904700,Main Campus,900 FIFTH AVE,HUNTINGTON,WV,25701,6,"Private for-profit, 2-year",21.0,126.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
237473001,James Rumsey Technical Institute,835500,Main Campus,3274  HEDGESVILLE ROAD,MARTINSBURG,WV,254030259,7,"Public, less-than 2-year",71.0,30.0,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
237491001,Ralph R Willis Career and Technical Center,2524500,Ralph R. Willis Career and Technical Center,PO Box 1747,LOGAN,WV,25601,7,"Public, less-than 2-year",3.0,15.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
237525001,Marshall University,381500,Marshall University,1 John Marshall Drive,HUNTINGTON,WV,25755,1,"Public, 4-year or above",4285.0,6406.0,10691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
237525002,Marshall University,381500,Marshall University - South Charleston,100 Angus E. Peyton Drive,South Charleston,WV,25303,1,"Public, 4-year or above",4285.0,6406.0,10691.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
237525003,Marshall University,381500,Marshall University - Mid Ohio Valley Center,1 John Marshall Way,Point Pleasant,WV,25550,1,"Public, 4-year or above",4285.0,6406.0,10691.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
237525004,Marshall University,381500,Medical Science Campus,1600 Medical Drive,Huntington ,WV,25701,1,"Public, 4-year or above",4285.0,6406.0,10691.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
237543001,Mercer County Technical Education Center,2535500,Mercer County Technical Education Center,1397 Stafford Dr,Princeton,WV,24740,4,"Public, 2-year",30.0,92.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
237561001,Monongalia County Technical Education Center,1290400,Monongalia County Technical Education Center,1000 MISSISSIPPI ST,MORGANTOWN,WV,26501,7,"Public, less-than 2-year",19.0,28.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
237570001,Morgantown Beauty College Inc,3102100,Main Campus,276 WALNUT ST,Morgantown,WV,265055430,6,"Private for-profit, 2-year",1.0,78.0,79.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
237598001,Mountain State College,500800,Mountain State College,1508 SPRING STREET,PARKERSBURG,WV,261013993,6,"Private for-profit, 2-year",3.0,17.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
237686001,West Virginia University at Parkersburg,382800,West Virginia University Parkersburg,300 Campus Dr.,Parkersburg,WV,261048647,1,"Public, 4-year or above",819.0,1469.0,2288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
237701001,Potomac State College of West Virginia University,382711,Potomac State College of WVU,101 FORT AVE,KEYSER,WV,26726,1,"Public, 4-year or above",485.0,660.0,1145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
237729001,Academy of Careers and Technology,1290500,Main Campus,390 STANAFORD RD,BECKLEY,WV,25801,7,"Public, less-than 2-year",36.0,94.0,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
237783001,Salem University,382000,Main Campus,223 W MAIN ST,SALEM,WV,26426,3,"Private for-profit, 4-year or above",457.0,527.0,984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
237792001,Shepherd University,382200,Main Campus,PO Box 5000,Shepherdstown,WV,254435000,1,"Public, 4-year or above",1181.0,2054.0,3235.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
237792002,Shepherd University,382200,Shepherd University-Martinsburg Center,261 Aikens Center,Martinsburg,WV,25404,1,"Public, 4-year or above",1181.0,2054.0,3235.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
237817001,Southern West Virginia Community and Technical College,381600,Logan Campus,100 College Drive,Logan,WV,25601,4,"Public, 2-year",413.0,952.0,1365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
237817002,Southern West Virginia Community and Technical College,381600,Boone Campus,3505 Daniel Boone Pkwy. STE. A,Foster,WV,25081,4,"Public, 2-year",413.0,952.0,1365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
237817003,Southern West Virginia Community and Technical College,381600,Williamson Campus,1601 Armory Drive,Williamson,WV,25661,4,"Public, 2-year",413.0,952.0,1365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
237817004,Southern West Virginia Community and Technical College,381600,Wyoming Campus,128 College Drive,Saulsville,WV,25876,4,"Public, 2-year",413.0,952.0,1365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
237844001,Fred W Eberle Technical Center,2534800,Main Campus,208 Morton Avenue,BUCKHANNON,WV,26201,4,"Public, 2-year",43.0,43.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
237880001,West Virginia School of Osteopathic Medicine,1124500,Main Campus,400 LEE STREET NORTH,LEWISBURG,WV,24901,1,"Public, 4-year or above",398.0,395.0,793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
237899001,West Virginia State University,382600,Main Campus,5000 Fairlawn Ave.,INSTITUTE,WV,25112,1,"Public, 4-year or above",1570.0,2215.0,3785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
237905001,West Virginia University Hospital Departments of Rad Tech and Nutrition,1257300,Main Campus,1 Medical Center Drive,MORGANTOWN,WV,265068062,2,"Private nonprofit, 4-year or above",12.0,49.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
237932001,West Liberty University,382300,Main Campus,208 University Drive,WEST LIBERTY,WV,26074,1,"Public, 4-year or above",857.0,1458.0,2315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
237950001,West Virginia University Institute of Technology,382701,West Virginia University Institute of Technology,410 Neville Street,Beckley,WV,25801,1,"Public, 4-year or above",771.0,710.0,1481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
237969001,West Virginia Wesleyan College,383000,Main Campus,59 College Avenue,Buckhannon,WV,262012994,2,"Private nonprofit, 4-year or above",450.0,501.0,951.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
237987001,West Virginia Junior College-Charleston,1057300,West Virginia Junior College,"5514 Big Tyler Road, Suite 200",Cross Lanes,WV,25313,6,"Private for-profit, 2-year",31.0,194.0,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
237996001,West Virginia Junior College-Morgantown,500700,Main Campus,148 WILLEY ST,MORGANTOWN,WV,26505,6,"Private for-profit, 2-year",88.0,437.0,525.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
238005001,International Beauty School 4,760000,Main Campus,201 W. KING STREET,MARTINSBURG,WV,25401,6,"Private for-profit, 2-year",6.0,73.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
238014001,West Virginia Northern Community College,905400,Main Campus,1704 Market Street,Wheeling,WV,260033699,4,"Public, 2-year",427.0,795.0,1222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
238014002,West Virginia Northern Community College,905400,Weirton Campus,150 Park Avenue,Weirton,WV,260033797,4,"Public, 2-year",427.0,795.0,1222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
238014003,West Virginia Northern Community College,905400,New Martinsville,141 Main Street,New Martinsville,WV,261551211,4,"Public, 2-year",427.0,795.0,1222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
238032001,West Virginia University,382700,Morgantown,1500 University Avenue,MORGANTOWN,WV,26506,1,"Public, 4-year or above",11687.0,13054.0,24741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1,1,1,,
238032002,West Virginia University,382700,WVU Health Sciences Center - Eastern Division ,2500 Foundation Way,Martingsburg,WV,25401,1,"Public, 4-year or above",11687.0,13054.0,24741.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
238032003,West Virginia University,382700,WVU Health Sciences Center - Charleston ,3110 MacCorkle Ave SE,Charleston,WV,25304,1,"Public, 4-year or above",11687.0,13054.0,24741.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
238078001,Wheeling University,383100,Main Campus,316 WASHINGTON AVE,WHEELING,WV,26003,2,"Private nonprofit, 4-year or above",433.0,316.0,749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
238096001,Wood County School of Practical Nursing,1174900,Wood County Technical Center,1515 Blizzard Drive,Parkersburg,WV,26101,7,"Public, less-than 2-year",2.0,28.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
238175001,VICI Beauty School,1148400,Advanced Institute of Hair Design,4111 S. 108th Street,Greenfield,WI,53228,6,"Private for-profit, 2-year",1.0,112.0,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
238193001,Alverno College,383200,Alverno College,3400 S 43RD  ST,Milwaukee,WI,532343922,2,"Private nonprofit, 4-year or above",128.0,1468.0,1596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
238193002,Alverno College,383200,Alverno College-Mesa Location,1201 S Alma School Road,Mesa,AZ,85210,2,"Private nonprofit, 4-year or above",128.0,1468.0,1596.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,,
238263001,Madison Area Technical College,400700,Truax Campus,1701 Wright Street,MADISON,WI,53704,1,"Public, 4-year or above",5820.0,7162.0,12982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
238263002,Madison Area Technical College,400700,Fort Atkinson Regional,827 Banker Road,Fort Atkinson,WI,53538,1,"Public, 4-year or above",5820.0,7162.0,12982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
238263003,Madison Area Technical College,400700,Watertown Regional Campus,1300 West Main Street,Watertown,WI,53098,1,"Public, 4-year or above",5820.0,7162.0,12982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
238263004,Madison Area Technical College,400700,Portage Regional Campus,330 West Collins Street,Portage,WI,53901,1,"Public, 4-year or above",5820.0,7162.0,12982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
238263005,Madison Area Technical College,400700,Reedsburg Regional Campus,300 Alexander Avenue,Reedsburg,WI,53959,1,"Public, 4-year or above",5820.0,7162.0,12982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
238263007,Madison Area Technical College,400700,Commercial Avenue Center,2125 Commercial Avenue,MADISON,WI,53704,1,"Public, 4-year or above",5820.0,7162.0,12982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
238263009,Madison Area Technical College,400700,Goodman South Campus,2429 Perry Street ,Madison,WI,53713,1,"Public, 4-year or above",5820.0,7162.0,12982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
238263010,Madison Area Technical College,400700,Madison Area Technical College Public Safety Training Facility,W2140 Kraus Road,Columbus,WI,53925,1,"Public, 4-year or above",5820.0,7162.0,12982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
238324001,Bellin College,663900,Bellin College,3201 Eaton Road,GREEN BAY,WI,54311,2,"Private nonprofit, 4-year or above",143.0,605.0,748.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
238333001,Beloit College,383500,Beloit College,700 COLLEGE ST,BELOIT,WI,535115595,2,"Private nonprofit, 4-year or above",455.0,509.0,964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
238397001,Blackhawk Technical College,539000,Central Campus,6004 S. County Road G,JANESVILLE,WI,53546,4,"Public, 2-year",878.0,1513.0,2391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
238397003,Blackhawk Technical College,539000,Center for Transportation Studies,6004 S County Rd G,Janesville,WI,53546,4,"Public, 2-year",878.0,1513.0,2391.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
238397004,Blackhawk Technical College,539000,Monroe Campus,210 4th Avenue,Monroe,WI,535661033,4,"Public, 2-year",878.0,1513.0,2391.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
238397006,Blackhawk Technical College,539000,Advanced Manufacturing Training Center,15 Plumb Street,Milton,WI,53563,4,"Public, 2-year",878.0,1513.0,2391.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
238458001,Carroll University,383800,Main Campus,100 N EAST AVE,WAUKESHA,WI,53186,2,"Private nonprofit, 4-year or above",1049.0,2234.0,3283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1,,
238476001,Carthage College,383900,Main Campus,2001 ALFORD PARK DR,KENOSHA,WI,531401994,2,"Private nonprofit, 4-year or above",1180.0,1487.0,2667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
238616001,Concordia University-Wisconsin,384200,Concordia University-Wisconsin,12800 N LAKE SHORE DR,Mequon,WI,530972402,2,"Private nonprofit, 4-year or above",1652.0,3336.0,4988.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1,,
238661001,Edgewood College,384800,Edgewood College,1000 EDGEWOOD COLLEGE DRIVE,MADISON,WI,537111997,2,"Private nonprofit, 4-year or above",567.0,1309.0,1876.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1,1,1,,
238722001,Fox Valley Technical College,974400,Fox Valley Technical College,1825 N BLUEMOUND DR,APPLETON,WI,549122277,4,"Public, 2-year",6226.0,4955.0,11181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
238759001,Gateway Technical College,538900,Kenosha Campus,3520 30TH AVE,KENOSHA,WI,531441690,4,"Public, 2-year",4824.0,5057.0,9881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
238759002,Gateway Technical College,538900,Racine,1001 S MAIN ST,RACINE,WI,534031582,4,"Public, 2-year",4824.0,5057.0,9881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
238759003,Gateway Technical College,538900,Elkhorn,400 Co Trunk H,Elkhorn,WI,53121,4,"Public, 2-year",4824.0,5057.0,9881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
238759004,Gateway Technical College,538900,Burlington Campus,496 McCanna Pkw. ,Burlington,WI,53105,4,"Public, 2-year",4824.0,5057.0,9881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
238759005,Gateway Technical College,538900,Horizon Center,4940 88th Ave,Kenosha,WI,53144,4,"Public, 2-year",4824.0,5057.0,9881.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
238759006,Gateway Technical College,538900,iMET Center,2320 Renaissance Blvd,Sturtevant,WI,53177,4,"Public, 2-year",4824.0,5057.0,9881.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
238810001,The Professional Hair Design Academy,3220300,Main Campus,3408 MALL DRIVE,EAU CLAIRE,WI,547017633,6,"Private for-profit, 2-year",5.0,61.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
238980001,Lakeland University,385400,Lakeland University,W3718 South Drive,Plymouth,WI,53073,2,"Private nonprofit, 4-year or above",978.0,1428.0,2406.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
238980002,Lakeland University,385400,Milwaukee Center,"9000 W. Chester Street, Suite 300",Milwaukee,WI,53214,2,"Private nonprofit, 4-year or above",978.0,1428.0,2406.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
238980003,Lakeland University,385400,Fox Cities Center,2320 Industrial Drive,Neenah,WI,54956,2,"Private nonprofit, 4-year or above",978.0,1428.0,2406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
238980004,Lakeland University,385400,Chippewa Valley Center,770 Scheidler Rd,Chippewa Falls,WI,54494,2,"Private nonprofit, 4-year or above",978.0,1428.0,2406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
238980005,Lakeland University,385400,Central Wisconsin Center,500 32nd St N,Wisconsin Rapids,WI,54494,2,"Private nonprofit, 4-year or above",978.0,1428.0,2406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
238980007,Lakeland University,385400,Madison Campus,1650 Pankratz,Madison,WI,53704,2,"Private nonprofit, 4-year or above",978.0,1428.0,2406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
238980008,Lakeland University,385400,Green Bay Campus,2601 Development Drive,Green Bay,WI,54311,2,"Private nonprofit, 4-year or above",978.0,1428.0,2406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
238980009,Lakeland University,385400,Japan Campus,"5-7-12 Shinjuku, Shinjuku-ku",Tokyo,,160-0022,2,"Private nonprofit, 4-year or above",978.0,1428.0,2406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
239008001,Lakeshore Technical College,919400,Cleveland Campus - Main campus,1290 NORTH AVE,CLEVELAND,WI,530151414,4,"Public, 2-year",1681.0,1473.0,3154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1,1,1,,
239008002,Lakeshore Technical College,919400,Manitowoc Campus,600 York St,Manitowoc,WI,54220,4,"Public, 2-year",1681.0,1473.0,3154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,1,1,1,,
239008003,Lakeshore Technical College,919400,Sheboygan Campus,1290 North Ave.,Cleveland,WI,53015,4,"Public, 2-year",1681.0,1473.0,3154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,1,1,1,,
239017001,Lawrence University,385600,Main Campus,711 E. Boldt Way,APPLETON,WI,54911,2,"Private nonprofit, 4-year or above",658.0,768.0,1426.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,1,1,1,,
239071001,Maranatha Baptist University,2317200,Main Campus,745 W MAIN ST,WATERTOWN,WI,53094,2,"Private nonprofit, 4-year or above",424.0,541.0,965.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
239080001,Marian University,386100,Main Campus,45 S NATIONAL AVE,FOND DU LAC,WI,549354699,2,"Private nonprofit, 4-year or above",415.0,925.0,1340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
239105001,Marquette University,386300,Main Campus,1250 W. Wisconsin Ave,Milwaukee,WI,532011881,2,"Private nonprofit, 4-year or above",4765.0,6402.0,11167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,,
239105002,Marquette University,386300,Separate Campus,8201 104th Street,Pleasant Prairie,WI,53158,2,"Private nonprofit, 4-year or above",4765.0,6402.0,11167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
239169001,Medical College of Wisconsin,2453500,Main Campus,8701 WATERTOWN PLANK RD,MILWAUKEE,WI,532260509,2,"Private nonprofit, 4-year or above",663.0,952.0,1615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
239169002,Medical College of Wisconsin,2453500,MCW - Green Bay,110 Grant Street,De Pere,WI,54115,2,"Private nonprofit, 4-year or above",663.0,952.0,1615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
239169003,Medical College of Wisconsin,2453500,MCW - Central Wisconsin,333 Pine Ridge Boulevard,Wausau,WI,54401,2,"Private nonprofit, 4-year or above",663.0,952.0,1615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
239220001,Mid-State Technical College,538000,Main Campus,500 32nd Street North,Wisconsin Rapids,WI,54494,4,"Public, 2-year",1323.0,1456.0,2779.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
239220002,Mid-State Technical College,538000,Adams Campus,401 North Main Street,Adams,WI,53910,4,"Public, 2-year",1323.0,1456.0,2779.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
